Name	MS2FormulaType	Q1	Q3	CE	Polarity	Formula	MS2Formula	IntegrationStartTime	IntegrationEndTime	Tags
PS_27:2	ConstantNeutralLoss	660.3882073024396	573.3561788981696		Negative	C33H59O10N1P1	C3H5O2N1P0	0	120	
PS_27:3	ConstantNeutralLoss	658.3725572382995	571.3405288340294		Negative	C33H57O10N1P1	C3H5O2N1P0	0	120	
PS_28:0	ConstantNeutralLoss	678.4351574948595	591.4031290905895		Negative	C34H65O10N1P1	C3H5O2N1P0	0	120	
PS_28:1	ConstantNeutralLoss	676.4195074307195	589.3874790264496		Negative	C34H63O10N1P1	C3H5O2N1P0	0	120	
PS_28:2	ConstantNeutralLoss	674.4038573665795	587.3718289623095		Negative	C34H61O10N1P1	C3H5O2N1P0	0	120	
PS_28:3	ConstantNeutralLoss	672.3882073024396	585.3561788981696		Negative	C34H59O10N1P1	C3H5O2N1P0	0	120	
PS_28:4	ConstantNeutralLoss	670.3725572382995	583.3405288340294		Negative	C34H57O10N1P1	C3H5O2N1P0	0	120	
PS_28:5	ConstantNeutralLoss	668.3569071741596	581.3248787698896		Negative	C34H55O10N1P1	C3H5O2N1P0	0	120	
PS_30:0	ConstantNeutralLoss	706.4664576231395	619.4344292188695		Negative	C36H69O10N1P1	C3H5O2N1P0	0	120	
PS_30:1	ConstantNeutralLoss	704.4508075589996	617.4187791547296		Negative	C36H67O10N1P1	C3H5O2N1P0	0	120	
PS_30:2	ConstantNeutralLoss	702.4351574948595	615.4031290905895		Negative	C36H65O10N1P1	C3H5O2N1P0	0	120	
PS_30:3	ConstantNeutralLoss	700.4195074307195	613.3874790264496		Negative	C36H63O10N1P1	C3H5O2N1P0	0	120	
PS_30:4	ConstantNeutralLoss	698.4038573665795	611.3718289623095		Negative	C36H61O10N1P1	C3H5O2N1P0	0	120	
PS_30:5	ConstantNeutralLoss	696.3882073024396	609.3561788981696		Negative	C36H59O10N1P1	C3H5O2N1P0	0	120	
PS_30:6	ConstantNeutralLoss	694.3725572382995	607.3405288340294		Negative	C36H57O10N1P1	C3H5O2N1P0	0	120	
PS_30:7	ConstantNeutralLoss	692.3569071741596	605.3248787698896		Negative	C36H55O10N1P1	C3H5O2N1P0	0	120	
PS_32:0	ConstantNeutralLoss	734.4977577514195	647.4657293471495		Negative	C38H73O10N1P1	C3H5O2N1P0	0	120	
PS_32:1	ConstantNeutralLoss	732.4821076872796	645.4500792830096		Negative	C38H71O10N1P1	C3H5O2N1P0	0	120	
PS_32:4	ConstantNeutralLoss	726.4351574948595	639.4031290905895		Negative	C38H65O10N1P1	C3H5O2N1P0	0	120	
PS_32:5	ConstantNeutralLoss	724.4195074307196	637.3874790264496		Negative	C38H63O10N1P1	C3H5O2N1P0	0	120	
PS_32:6	ConstantNeutralLoss	722.4038573665795	635.3718289623095		Negative	C38H61O10N1P1	C3H5O2N1P0	0	120	
PS_32:7	ConstantNeutralLoss	720.3882073024396	633.3561788981696		Negative	C38H59O10N1P1	C3H5O2N1P0	0	120	
PS_32:8	ConstantNeutralLoss	718.3725572382995	631.3405288340294		Negative	C38H57O10N1P1	C3H5O2N1P0	0	120	
PS_34:0	ConstantNeutralLoss	762.5290578796995	675.4970294754295		Negative	C40H77O10N1P1	C3H5O2N1P0	0	120	
PS_34:1	ConstantNeutralLoss	760.5134078155596	673.4813794112896		Negative	C40H75O10N1P1	C3H5O2N1P0	0	120	
PS_34:2	ConstantNeutralLoss	758.4977577514195	671.4657293471495		Negative	C40H73O10N1P1	C3H5O2N1P0	0	120	
PS_34:3	ConstantNeutralLoss	756.4821076872796	669.4500792830096		Negative	C40H71O10N1P1	C3H5O2N1P0	0	120	
PS_34:4	ConstantNeutralLoss	754.4664576231395	667.4344292188695		Negative	C40H69O10N1P1	C3H5O2N1P0	0	120	
PS_34:5	ConstantNeutralLoss	752.4508075589996	665.4187791547296		Negative	C40H67O10N1P1	C3H5O2N1P0	0	120	
PS_34:6	ConstantNeutralLoss	750.4351574948595	663.4031290905895		Negative	C40H65O10N1P1	C3H5O2N1P0	0	120	
PS_34:7	ConstantNeutralLoss	748.4195074307196	661.3874790264496		Negative	C40H63O10N1P1	C3H5O2N1P0	0	120	
PS_34:8	ConstantNeutralLoss	746.4038573665795	659.3718289623095		Negative	C40H61O10N1P1	C3H5O2N1P0	0	120	
PS_20:2	ConstantNeutralLoss	562.2786568534594	475.2466284491894		Negative	C26H45O10N1P1	C3H5O2N1P0	0	120	
PS_22:2	ConstantNeutralLoss	590.3099569817394	503.2779285774694		Negative	C28H49O10N1P1	C3H5O2N1P0	0	120	
PS_24:3	ConstantNeutralLoss	616.3256070458796	529.2935786416094		Negative	C30H51O10N1P1	C3H5O2N1P0	0	120	
PS_25:3	ConstantNeutralLoss	630.3412571100195	543.3092287057494		Negative	C31H53O10N1P1	C3H5O2N1P0	0	120	
PS_26:4	ConstantNeutralLoss	642.3412571100195	555.3092287057494		Negative	C32H53O10N1P1	C3H5O2N1P0	0	120	
PS_27:4	ConstantNeutralLoss	656.3569071741596	569.3248787698896		Negative	C33H55O10N1P1	C3H5O2N1P0	0	120	
PS_28:6	ConstantNeutralLoss	666.3412571100195	579.3092287057494		Negative	C34H53O10N1P1	C3H5O2N1P0	0	120	
PS_30:8	ConstantNeutralLoss	690.3412571100195	603.3092287057494		Negative	C36H53O10N1P1	C3H5O2N1P0	0	120	
PS_32:2	ConstantNeutralLoss	730.4664576231395	643.4344292188695		Negative	C38H69O10N1P1	C3H5O2N1P0	0	120	
PS_32:9	ConstantNeutralLoss	716.3569071741596	629.3248787698896		Negative	C38H55O10N1P1	C3H5O2N1P0	0	120	
PS_34:9	ConstantNeutralLoss	744.3882073024396	657.3561788981696		Negative	C40H59O10N1P1	C3H5O2N1P0	0	120	
PS_29:0	ConstantNeutralLoss	692.4508075589995	605.4187791547296		Negative	C35H67O10N1P1	C3H5O2N1P0	0	120	
PS_29:1	ConstantNeutralLoss	690.4351574948595	603.4031290905895		Negative	C35H65O10N1P1	C3H5O2N1P0	0	120	
PS_29:2	ConstantNeutralLoss	688.4195074307195	601.3874790264496		Negative	C35H63O10N1P1	C3H5O2N1P0	0	120	
PS_29:3	ConstantNeutralLoss	686.4038573665795	599.3718289623095		Negative	C35H61O10N1P1	C3H5O2N1P0	0	120	
PS_32:3	ConstantNeutralLoss	728.4508075589996	641.4187791547296		Negative	C38H67O10N1P1	C3H5O2N1P0	0	120	
PS_36:0	ConstantNeutralLoss	790.5603580079795	703.5283296037095		Negative	C42H81O10N1P1	C3H5O2N1P0	0	120	
PS_36:1	ConstantNeutralLoss	788.5447079438396	701.5126795395696		Negative	C42H79O10N1P1	C3H5O2N1P0	0	120	
PS_36:2	ConstantNeutralLoss	786.5290578796995	699.4970294754295		Negative	C42H77O10N1P1	C3H5O2N1P0	0	120	
PS_36:3	ConstantNeutralLoss	784.5134078155596	697.4813794112896		Negative	C42H75O10N1P1	C3H5O2N1P0	0	120	
PS_36:4	ConstantNeutralLoss	782.4977577514195	695.4657293471495		Negative	C42H73O10N1P1	C3H5O2N1P0	0	120	
PS_36:5	ConstantNeutralLoss	780.4821076872796	693.4500792830096		Negative	C42H71O10N1P1	C3H5O2N1P0	0	120	
PS_36:6	ConstantNeutralLoss	778.4664576231395	691.4344292188695		Negative	C42H69O10N1P1	C3H5O2N1P0	0	120	
PS_36:7	ConstantNeutralLoss	776.4508075589996	689.4187791547296		Negative	C42H67O10N1P1	C3H5O2N1P0	0	120	
PS_36:8	ConstantNeutralLoss	774.4351574948595	687.4031290905895		Negative	C42H65O10N1P1	C3H5O2N1P0	0	120	
PS_29:4	ConstantNeutralLoss	684.3882073024396	597.3561788981696		Negative	C35H59O10N1P1	C3H5O2N1P0	0	120	
PS_36:9	ConstantNeutralLoss	772.4195074307196	685.3874790264496		Negative	C42H63O10N1P1	C3H5O2N1P0	0	120	
PS_31:0	ConstantNeutralLoss	720.4821076872796	633.4500792830096		Negative	C37H71O10N1P1	C3H5O2N1P0	0	120	
PS_31:1	ConstantNeutralLoss	718.4664576231395	631.4344292188695		Negative	C37H69O10N1P1	C3H5O2N1P0	0	120	
PS_31:2	ConstantNeutralLoss	716.4508075589996	629.4187791547296		Negative	C37H67O10N1P1	C3H5O2N1P0	0	120	
PS_31:3	ConstantNeutralLoss	714.4351574948595	627.4031290905895		Negative	C37H65O10N1P1	C3H5O2N1P0	0	120	
PS_38:0	ConstantNeutralLoss	818.5916581362595	731.5596297319895		Negative	C44H85O10N1P1	C3H5O2N1P0	0	120	
PS_38:1	ConstantNeutralLoss	816.5760080721196	729.5439796678496		Negative	C44H83O10N1P1	C3H5O2N1P0	0	120	
PS_38:2	ConstantNeutralLoss	814.5603580079795	727.5283296037095		Negative	C44H81O10N1P1	C3H5O2N1P0	0	120	
PS_38:3	ConstantNeutralLoss	812.5447079438396	725.5126795395696		Negative	C44H79O10N1P1	C3H5O2N1P0	0	120	
PS_38:4	ConstantNeutralLoss	810.5290578796995	723.4970294754295		Negative	C44H77O10N1P1	C3H5O2N1P0	0	120	
PS_38:5	ConstantNeutralLoss	808.5134078155596	721.4813794112896		Negative	C44H75O10N1P1	C3H5O2N1P0	0	120	
PS_38:6	ConstantNeutralLoss	806.4977577514195	719.4657293471495		Negative	C44H73O10N1P1	C3H5O2N1P0	0	120	
PS_38:7	ConstantNeutralLoss	804.4821076872796	717.4500792830096		Negative	C44H71O10N1P1	C3H5O2N1P0	0	120	
PS_38:8	ConstantNeutralLoss	802.4664576231395	715.4344292188695		Negative	C44H69O10N1P1	C3H5O2N1P0	0	120	
PS_31:4	ConstantNeutralLoss	712.4195074307196	625.3874790264496		Negative	C37H63O10N1P1	C3H5O2N1P0	0	120	
PS_38:9	ConstantNeutralLoss	800.4508075589996	713.4187791547296		Negative	C44H67O10N1P1	C3H5O2N1P0	0	120	
PS_31:5	ConstantNeutralLoss	710.4038573665795	623.3718289623095		Negative	C37H61O10N1P1	C3H5O2N1P0	0	120	
PS_36:10	ConstantNeutralLoss	770.4038573665795	683.3718289623095		Negative	C42H61O10N1P1	C3H5O2N1P0	0	120	
PS_38:10	ConstantNeutralLoss	798.4351574948595	711.4031290905895		Negative	C44H65O10N1P1	C3H5O2N1P0	0	120	
PS_33:0	ConstantNeutralLoss	748.5134078155596	661.4813794112895		Negative	C39H75O10N1P1	C3H5O2N1P0	0	120	
PS_33:1	ConstantNeutralLoss	746.4977577514195	659.4657293471495		Negative	C39H73O10N1P1	C3H5O2N1P0	0	120	
PS_33:2	ConstantNeutralLoss	744.4821076872796	657.4500792830096		Negative	C39H71O10N1P1	C3H5O2N1P0	0	120	
PS_33:3	ConstantNeutralLoss	742.4664576231395	655.4344292188695		Negative	C39H69O10N1P1	C3H5O2N1P0	0	120	
PS_33:4	ConstantNeutralLoss	740.4508075589996	653.4187791547296		Negative	C39H67O10N1P1	C3H5O2N1P0	0	120	
PS_33:5	ConstantNeutralLoss	738.4351574948595	651.4031290905895		Negative	C39H65O10N1P1	C3H5O2N1P0	0	120	
PS_35:0	ConstantNeutralLoss	776.5447079438396	689.5126795395696		Negative	C41H79O10N1P1	C3H5O2N1P0	0	120	
PS_35:1	ConstantNeutralLoss	774.5290578796995	687.4970294754295		Negative	C41H77O10N1P1	C3H5O2N1P0	0	120	
PS_35:2	ConstantNeutralLoss	772.5134078155596	685.4813794112896		Negative	C41H75O10N1P1	C3H5O2N1P0	0	120	
PS_35:3	ConstantNeutralLoss	770.4977577514195	683.4657293471495		Negative	C41H73O10N1P1	C3H5O2N1P0	0	120	
PS_35:4	ConstantNeutralLoss	768.4821076872796	681.4500792830096		Negative	C41H71O10N1P1	C3H5O2N1P0	0	120	
PS_35:5	ConstantNeutralLoss	766.4664576231395	679.4344292188695		Negative	C41H69O10N1P1	C3H5O2N1P0	0	120	
PS_35:6	ConstantNeutralLoss	764.4508075589996	677.4187791547296		Negative	C41H67O10N1P1	C3H5O2N1P0	0	120	
PS_35:7	ConstantNeutralLoss	762.4351574948595	675.4031290905895		Negative	C41H65O10N1P1	C3H5O2N1P0	0	120	
PS_37:0	ConstantNeutralLoss	804.5760080721196	717.5439796678496		Negative	C43H83O10N1P1	C3H5O2N1P0	0	120	
PS_37:1	ConstantNeutralLoss	802.5603580079795	715.5283296037095		Negative	C43H81O10N1P1	C3H5O2N1P0	0	120	
PS_37:4	ConstantNeutralLoss	796.5134078155596	709.4813794112896		Negative	C43H75O10N1P1	C3H5O2N1P0	0	120	
PS_37:5	ConstantNeutralLoss	794.4977577514195	707.4657293471495		Negative	C43H73O10N1P1	C3H5O2N1P0	0	120	
PS_37:6	ConstantNeutralLoss	792.4821076872796	705.4500792830096		Negative	C43H71O10N1P1	C3H5O2N1P0	0	120	
PS_37:7	ConstantNeutralLoss	790.4664576231395	703.4344292188695		Negative	C43H69O10N1P1	C3H5O2N1P0	0	120	
PS_37:8	ConstantNeutralLoss	788.4508075589996	701.4187791547296		Negative	C43H67O10N1P1	C3H5O2N1P0	0	120	
PS_39:0	ConstantNeutralLoss	832.6073082003996	745.5752797961294		Negative	C45H87O10N1P1	C3H5O2N1P0	0	120	
PS_39:1	ConstantNeutralLoss	830.5916581362595	743.5596297319895		Negative	C45H85O10N1P1	C3H5O2N1P0	0	120	
PS_39:2	ConstantNeutralLoss	828.5760080721196	741.5439796678496		Negative	C45H83O10N1P1	C3H5O2N1P0	0	120	
PS_39:3	ConstantNeutralLoss	826.5603580079795	739.5283296037095		Negative	C45H81O10N1P1	C3H5O2N1P0	0	120	
PS_39:4	ConstantNeutralLoss	824.5447079438396	737.5126795395696		Negative	C45H79O10N1P1	C3H5O2N1P0	0	120	
PS_39:5	ConstantNeutralLoss	822.5290578796995	735.4970294754295		Negative	C45H77O10N1P1	C3H5O2N1P0	0	120	
PS_39:6	ConstantNeutralLoss	820.5134078155596	733.4813794112896		Negative	C45H75O10N1P1	C3H5O2N1P0	0	120	
PS_39:7	ConstantNeutralLoss	818.4977577514195	731.4657293471495		Negative	C45H73O10N1P1	C3H5O2N1P0	0	120	
PS_39:8	ConstantNeutralLoss	816.4821076872796	729.4500792830096		Negative	C45H71O10N1P1	C3H5O2N1P0	0	120	
PS_33:6	ConstantNeutralLoss	736.4195074307196	649.3874790264496		Negative	C39H63O10N1P1	C3H5O2N1P0	0	120	
PS_35:8	ConstantNeutralLoss	760.4195074307196	673.3874790264496		Negative	C41H63O10N1P1	C3H5O2N1P0	0	120	
PS_37:2	ConstantNeutralLoss	800.5447079438396	713.5126795395696		Negative	C43H79O10N1P1	C3H5O2N1P0	0	120	
PS_37:9	ConstantNeutralLoss	786.4351574948595	699.4031290905895		Negative	C43H65O10N1P1	C3H5O2N1P0	0	120	
PS_39:9	ConstantNeutralLoss	814.4664576231395	727.4344292188695		Negative	C45H69O10N1P1	C3H5O2N1P0	0	120	
PS_33:7	ConstantNeutralLoss	734.4038573665795	647.3718289623095		Negative	C39H61O10N1P1	C3H5O2N1P0	0	120	
PS_35:9	ConstantNeutralLoss	758.4038573665795	671.3718289623095		Negative	C41H61O10N1P1	C3H5O2N1P0	0	120	
PS_37:3	ConstantNeutralLoss	798.5290578796995	711.4970294754295		Negative	C43H77O10N1P1	C3H5O2N1P0	0	120	
PS_37:10	ConstantNeutralLoss	784.4195074307196	697.3874790264496		Negative	C43H63O10N1P1	C3H5O2N1P0	0	120	
PS_39:10	ConstantNeutralLoss	812.4508075589996	725.4187791547296		Negative	C45H67O10N1P1	C3H5O2N1P0	0	120	
PS_40:0	ConstantNeutralLoss	846.6229582645395	759.5909298602695		Negative	C46H89O10N1P1	C3H5O2N1P0	0	120	
PS_40:1	ConstantNeutralLoss	844.6073082003996	757.5752797961294		Negative	C46H87O10N1P1	C3H5O2N1P0	0	120	
PS_40:2	ConstantNeutralLoss	842.5916581362595	755.5596297319895		Negative	C46H85O10N1P1	C3H5O2N1P0	0	120	
PS_40:3	ConstantNeutralLoss	840.5760080721196	753.5439796678496		Negative	C46H83O10N1P1	C3H5O2N1P0	0	120	
PS_40:4	ConstantNeutralLoss	838.5603580079795	751.5283296037095		Negative	C46H81O10N1P1	C3H5O2N1P0	0	120	
PS_40:5	ConstantNeutralLoss	836.5447079438396	749.5126795395696		Negative	C46H79O10N1P1	C3H5O2N1P0	0	120	
PS_40:6	ConstantNeutralLoss	834.5290578796995	747.4970294754295		Negative	C46H77O10N1P1	C3H5O2N1P0	0	120	
PS_40:7	ConstantNeutralLoss	832.5134078155596	745.4813794112896		Negative	C46H75O10N1P1	C3H5O2N1P0	0	120	
PS_40:8	ConstantNeutralLoss	830.4977577514195	743.4657293471495		Negative	C46H73O10N1P1	C3H5O2N1P0	0	120	
PS_40:9	ConstantNeutralLoss	828.4821076872796	741.4500792830096		Negative	C46H71O10N1P1	C3H5O2N1P0	0	120	
PS_40:10	ConstantNeutralLoss	826.4664576231395	739.4344292188695		Negative	C46H69O10N1P1	C3H5O2N1P0	0	120	
PS_38:11	ConstantNeutralLoss	796.4195074307196	709.3874790264496		Negative	C44H63O10N1P1	C3H5O2N1P0	0	120	
PS_40:11	ConstantNeutralLoss	824.4508075589996	737.4187791547296		Negative	C46H67O10N1P1	C3H5O2N1P0	0	120	
PS_41:0	ConstantNeutralLoss	860.6386083286797	773.6065799244094		Negative	C47H91O10N1P1	C3H5O2N1P0	0	120	
PS_41:1	ConstantNeutralLoss	858.6229582645395	771.5909298602695		Negative	C47H89O10N1P1	C3H5O2N1P0	0	120	
PS_41:2	ConstantNeutralLoss	856.6073082003996	769.5752797961294		Negative	C47H87O10N1P1	C3H5O2N1P0	0	120	
PS_41:3	ConstantNeutralLoss	854.5916581362595	767.5596297319895		Negative	C47H85O10N1P1	C3H5O2N1P0	0	120	
PS_41:4	ConstantNeutralLoss	852.5760080721196	765.5439796678496		Negative	C47H83O10N1P1	C3H5O2N1P0	0	120	
PS_41:5	ConstantNeutralLoss	850.5603580079795	763.5283296037095		Negative	C47H81O10N1P1	C3H5O2N1P0	0	120	
PS_41:6	ConstantNeutralLoss	848.5447079438396	761.5126795395696		Negative	C47H79O10N1P1	C3H5O2N1P0	0	120	
PS_41:7	ConstantNeutralLoss	846.5290578796995	759.4970294754295		Negative	C47H77O10N1P1	C3H5O2N1P0	0	120	
PS_41:8	ConstantNeutralLoss	844.5134078155596	757.4813794112896		Negative	C47H75O10N1P1	C3H5O2N1P0	0	120	
PS_41:9	ConstantNeutralLoss	842.4977577514195	755.4657293471495		Negative	C47H73O10N1P1	C3H5O2N1P0	0	120	
PS_41:10	ConstantNeutralLoss	840.4821076872796	753.4500792830096		Negative	C47H71O10N1P1	C3H5O2N1P0	0	120	
PS_39:11	ConstantNeutralLoss	810.4351574948595	723.4031290905895		Negative	C45H65O10N1P1	C3H5O2N1P0	0	120	
PS_41:11	ConstantNeutralLoss	838.4664576231395	751.4344292188695		Negative	C47H69O10N1P1	C3H5O2N1P0	0	120	
PS_42:0	ConstantNeutralLoss	874.6542583928195	787.6222299885495		Negative	C48H93O10N1P1	C3H5O2N1P0	0	120	
PS_42:1	ConstantNeutralLoss	872.6386083286797	785.6065799244094		Negative	C48H91O10N1P1	C3H5O2N1P0	0	120	
PS_42:2	ConstantNeutralLoss	870.6229582645395	783.5909298602695		Negative	C48H89O10N1P1	C3H5O2N1P0	0	120	
PS_42:3	ConstantNeutralLoss	868.6073082003996	781.5752797961294		Negative	C48H87O10N1P1	C3H5O2N1P0	0	120	
PS_42:4	ConstantNeutralLoss	866.5916581362595	779.5596297319895		Negative	C48H85O10N1P1	C3H5O2N1P0	0	120	
PS_42:5	ConstantNeutralLoss	864.5760080721196	777.5439796678496		Negative	C48H83O10N1P1	C3H5O2N1P0	0	120	
PS_42:6	ConstantNeutralLoss	862.5603580079795	775.5283296037095		Negative	C48H81O10N1P1	C3H5O2N1P0	0	120	
PS_42:7	ConstantNeutralLoss	860.5447079438396	773.5126795395696		Negative	C48H79O10N1P1	C3H5O2N1P0	0	120	
PS_42:8	ConstantNeutralLoss	858.5290578796995	771.4970294754295		Negative	C48H77O10N1P1	C3H5O2N1P0	0	120	
PS_42:9	ConstantNeutralLoss	856.5134078155596	769.4813794112896		Negative	C48H75O10N1P1	C3H5O2N1P0	0	120	
PS_42:10	ConstantNeutralLoss	854.4977577514195	767.4657293471495		Negative	C48H73O10N1P1	C3H5O2N1P0	0	120	
PS_42:11	ConstantNeutralLoss	852.4821076872796	765.4500792830096		Negative	C48H71O10N1P1	C3H5O2N1P0	0	120	
PS_40:12	ConstantNeutralLoss	822.4351574948595	735.4031290905895		Negative	C46H65O10N1P1	C3H5O2N1P0	0	120	
PS_42:12	ConstantNeutralLoss	850.4664576231395	763.4344292188695		Negative	C48H69O10N1P1	C3H5O2N1P0	0	120	
PS_38:12	ConstantNeutralLoss	794.4038573665795	707.3718289623095		Negative	C44H61O10N1P1	C3H5O2N1P0	0	120	
PS_40:13	ConstantNeutralLoss	820.4195074307196	733.3874790264496		Negative	C46H63O10N1P1	C3H5O2N1P0	0	120	
PS_42:13	ConstantNeutralLoss	848.4508075589996	761.4187791547296		Negative	C48H67O10N1P1	C3H5O2N1P0	0	120	
PS_44:0	ConstantNeutralLoss	902.6855585210996	815.6535301168295		Negative	C50H97O10N1P1	C3H5O2N1P0	0	120	
PS_44:1	ConstantNeutralLoss	900.6699084569597	813.6378800526894		Negative	C50H95O10N1P1	C3H5O2N1P0	0	120	
PS_44:2	ConstantNeutralLoss	898.6542583928195	811.6222299885495		Negative	C50H93O10N1P1	C3H5O2N1P0	0	120	
PS_44:3	ConstantNeutralLoss	896.6386083286797	809.6065799244094		Negative	C50H91O10N1P1	C3H5O2N1P0	0	120	
PS_44:4	ConstantNeutralLoss	894.6229582645395	807.5909298602695		Negative	C50H89O10N1P1	C3H5O2N1P0	0	120	
PS_44:5	ConstantNeutralLoss	892.6073082003996	805.5752797961294		Negative	C50H87O10N1P1	C3H5O2N1P0	0	120	
PS_44:6	ConstantNeutralLoss	890.5916581362595	803.5596297319895		Negative	C50H85O10N1P1	C3H5O2N1P0	0	120	
PS_44:7	ConstantNeutralLoss	888.5760080721196	801.5439796678496		Negative	C50H83O10N1P1	C3H5O2N1P0	0	120	
PS_44:8	ConstantNeutralLoss	886.5603580079795	799.5283296037095		Negative	C50H81O10N1P1	C3H5O2N1P0	0	120	
PS_44:9	ConstantNeutralLoss	884.5447079438396	797.5126795395696		Negative	C50H79O10N1P1	C3H5O2N1P0	0	120	
PS_44:10	ConstantNeutralLoss	882.5290578796995	795.4970294754295		Negative	C50H77O10N1P1	C3H5O2N1P0	0	120	
PS_44:11	ConstantNeutralLoss	880.5134078155596	793.4813794112896		Negative	C50H75O10N1P1	C3H5O2N1P0	0	120	
PS_44:12	ConstantNeutralLoss	878.4977577514195	791.4657293471495		Negative	C50H73O10N1P1	C3H5O2N1P0	0	120	
PS_44:13	ConstantNeutralLoss	876.4821076872796	789.4500792830096		Negative	C50H71O10N1P1	C3H5O2N1P0	0	120	
PS_42:14	ConstantNeutralLoss	846.4351574948595	759.4031290905895		Negative	C48H65O10N1P1	C3H5O2N1P0	0	120	
PS_44:14	ConstantNeutralLoss	874.4664576231395	787.4344292188695		Negative	C50H69O10N1P1	C3H5O2N1P0	0	120	
PS_40:14	ConstantNeutralLoss	818.4038573665795	731.3718289623095		Negative	C46H61O10N1P1	C3H5O2N1P0	0	120	
PS_42:15	ConstantNeutralLoss	844.4195074307196	757.3874790264496		Negative	C48H63O10N1P1	C3H5O2N1P0	0	120	
PS_44:15	ConstantNeutralLoss	872.4508075589996	785.4187791547296		Negative	C50H67O10N1P1	C3H5O2N1P0	0	120	
PS_46:0	ConstantNeutralLoss	930.7168586493796	843.6848302451095		Negative	C52H101O10N1P1	C3H5O2N1P0	0	120	
PS_46:1	ConstantNeutralLoss	928.7012085852397	841.6691801809694		Negative	C52H99O10N1P1	C3H5O2N1P0	0	120	
PS_46:2	ConstantNeutralLoss	926.6855585210996	839.6535301168295		Negative	C52H97O10N1P1	C3H5O2N1P0	0	120	
PS_46:3	ConstantNeutralLoss	924.6699084569597	837.6378800526894		Negative	C52H95O10N1P1	C3H5O2N1P0	0	120	
PS_46:4	ConstantNeutralLoss	922.6542583928195	835.6222299885495		Negative	C52H93O10N1P1	C3H5O2N1P0	0	120	
PS_46:5	ConstantNeutralLoss	920.6386083286797	833.6065799244094		Negative	C52H91O10N1P1	C3H5O2N1P0	0	120	
PS_46:6	ConstantNeutralLoss	918.6229582645395	831.5909298602695		Negative	C52H89O10N1P1	C3H5O2N1P0	0	120	
PS_46:7	ConstantNeutralLoss	916.6073082003996	829.5752797961294		Negative	C52H87O10N1P1	C3H5O2N1P0	0	120	
PS_46:8	ConstantNeutralLoss	914.5916581362595	827.5596297319895		Negative	C52H85O10N1P1	C3H5O2N1P0	0	120	
PS_46:9	ConstantNeutralLoss	912.5760080721196	825.5439796678496		Negative	C52H83O10N1P1	C3H5O2N1P0	0	120	
PS_46:10	ConstantNeutralLoss	910.5603580079795	823.5283296037095		Negative	C52H81O10N1P1	C3H5O2N1P0	0	120	
PS_46:11	ConstantNeutralLoss	908.5447079438396	821.5126795395696		Negative	C52H79O10N1P1	C3H5O2N1P0	0	120	
PS_46:12	ConstantNeutralLoss	906.5290578796995	819.4970294754295		Negative	C52H77O10N1P1	C3H5O2N1P0	0	120	
PS_46:13	ConstantNeutralLoss	904.5134078155596	817.4813794112896		Negative	C52H75O10N1P1	C3H5O2N1P0	0	120	
PS_46:14	ConstantNeutralLoss	902.4977577514195	815.4657293471495		Negative	C52H73O10N1P1	C3H5O2N1P0	0	120	
PS_46:15	ConstantNeutralLoss	900.4821076872796	813.4500792830096		Negative	C52H71O10N1P1	C3H5O2N1P0	0	120	
PS_44:16	ConstantNeutralLoss	870.4351574948595	783.4031290905895		Negative	C50H65O10N1P1	C3H5O2N1P0	0	120	
PS_46:16	ConstantNeutralLoss	898.4664576231395	811.4344292188695		Negative	C52H69O10N1P1	C3H5O2N1P0	0	120	
PS_48:0	ConstantNeutralLoss	958.7481587776596	871.7161303733895		Negative	C54H105O10N1P1	C3H5O2N1P0	0	120	
PS_48:1	ConstantNeutralLoss	956.7325087135195	869.7004803092494		Negative	C54H103O10N1P1	C3H5O2N1P0	0	120	
PS_48:2	ConstantNeutralLoss	954.7168586493796	867.6848302451095		Negative	C54H101O10N1P1	C3H5O2N1P0	0	120	
PS_48:3	ConstantNeutralLoss	952.7012085852397	865.6691801809694		Negative	C54H99O10N1P1	C3H5O2N1P0	0	120	
PS_48:4	ConstantNeutralLoss	950.6855585210996	863.6535301168295		Negative	C54H97O10N1P1	C3H5O2N1P0	0	120	
PS_48:5	ConstantNeutralLoss	948.6699084569597	861.6378800526894		Negative	C54H95O10N1P1	C3H5O2N1P0	0	120	
PS_48:6	ConstantNeutralLoss	946.6542583928195	859.6222299885495		Negative	C54H93O10N1P1	C3H5O2N1P0	0	120	
PS_48:7	ConstantNeutralLoss	944.6386083286797	857.6065799244094		Negative	C54H91O10N1P1	C3H5O2N1P0	0	120	
PS_48:8	ConstantNeutralLoss	942.6229582645395	855.5909298602695		Negative	C54H89O10N1P1	C3H5O2N1P0	0	120	
PS_48:9	ConstantNeutralLoss	940.6073082003996	853.5752797961294		Negative	C54H87O10N1P1	C3H5O2N1P0	0	120	
PS_48:10	ConstantNeutralLoss	938.5916581362595	851.5596297319895		Negative	C54H85O10N1P1	C3H5O2N1P0	0	120	
PS_48:11	ConstantNeutralLoss	936.5760080721196	849.5439796678496		Negative	C54H83O10N1P1	C3H5O2N1P0	0	120	
PS_48:12	ConstantNeutralLoss	934.5603580079795	847.5283296037095		Negative	C54H81O10N1P1	C3H5O2N1P0	0	120	
PS_48:13	ConstantNeutralLoss	932.5447079438396	845.5126795395696		Negative	C54H79O10N1P1	C3H5O2N1P0	0	120	
